sample	maf_bin	num_correct	num_wrong	num_total	accuracy	continent
HGDP00001	[0.01, 0.03)	9086	213	9299	0.9770943112162598	CENTRAL_SOUTH_ASIA
HGDP00001	[0.03, 0.06)	10112	207	10319	0.9799399166585909	CENTRAL_SOUTH_ASIA
HGDP00001	[0.06, 0.1)	10259	192	10451	0.9816285522916467	CENTRAL_SOUTH_ASIA
HGDP00001	[0.1, 0.18)	12574	324	12898	0.9748798263296635	CENTRAL_SOUTH_ASIA
HGDP00001	[0.18, 0.3)	11232	436	11668	0.9626328419609188	CENTRAL_SOUTH_ASIA
HGDP00001	[0.3, 0.51)	10368	684	11052	0.9381107491856677	CENTRAL_SOUTH_ASIA
HGDP00021	[0.01, 0.03)	9086	213	9299	0.9770943112162598	CENTRAL_SOUTH_ASIA
HGDP00021	[0.03, 0.06)	10111	208	10319	0.9798430080434151	CENTRAL_SOUTH_ASIA
HGDP00021	[0.06, 0.1)	10223	228	10451	0.9781839058463305	CENTRAL_SOUTH_ASIA
HGDP00021	[0.1, 0.18)	12550	348	12898	0.9730190727244534	CENTRAL_SOUTH_ASIA
HGDP00021	[0.18, 0.3)	11194	474	11668	0.9593760713061364	CENTRAL_SOUTH_ASIA
HGDP00021	[0.3, 0.51)	10461	591	11052	0.9465255157437568	CENTRAL_SOUTH_ASIA
HGDP00023	[0.01, 0.03)	9121	178	9299	0.9808581567910528	CENTRAL_SOUTH_ASIA
HGDP00023	[0.03, 0.06)	10118	201	10319	0.9805213683496463	CENTRAL_SOUTH_ASIA
HGDP00023	[0.06, 0.1)	10293	158	10451	0.9848818294900009	CENTRAL_SOUTH_ASIA
HGDP00023	[0.1, 0.18)	12564	334	12898	0.9741045123274926	CENTRAL_SOUTH_ASIA
HGDP00023	[0.18, 0.3)	11242	426	11668	0.963489886870072	CENTRAL_SOUTH_ASIA
HGDP00023	[0.3, 0.51)	10485	567	11052	0.9486970684039088	CENTRAL_SOUTH_ASIA
HGDP00039	[0.01, 0.03)	9142	157	9299	0.9831164641359286	CENTRAL_SOUTH_ASIA
HGDP00039	[0.03, 0.06)	10182	137	10319	0.9867235197209032	CENTRAL_SOUTH_ASIA
HGDP00039	[0.06, 0.1)	10281	170	10451	0.9837336140082289	CENTRAL_SOUTH_ASIA
HGDP00039	[0.1, 0.18)	12592	306	12898	0.9762753915335711	CENTRAL_SOUTH_ASIA
HGDP00039	[0.18, 0.3)	11271	397	11668	0.9659753171066164	CENTRAL_SOUTH_ASIA
HGDP00039	[0.3, 0.51)	10592	460	11052	0.9583785740137531	CENTRAL_SOUTH_ASIA
HGDP00052	[0.01, 0.03)	9121	178	9299	0.9808581567910528	CENTRAL_SOUTH_ASIA
HGDP00052	[0.03, 0.06)	10136	183	10319	0.9822657234228123	CENTRAL_SOUTH_ASIA
HGDP00052	[0.06, 0.1)	10154	297	10451	0.971581666826141	CENTRAL_SOUTH_ASIA
HGDP00052	[0.1, 0.18)	12576	322	12898	0.9750348891300977	CENTRAL_SOUTH_ASIA
HGDP00052	[0.18, 0.3)	11243	425	11668	0.9635755913609874	CENTRAL_SOUTH_ASIA
HGDP00052	[0.3, 0.51)	10449	603	11052	0.9454397394136808	CENTRAL_SOUTH_ASIA
HGDP00068	[0.01, 0.03)	9160	139	9299	0.9850521561458221	CENTRAL_SOUTH_ASIA
HGDP00068	[0.03, 0.06)	10144	175	10319	0.9830409923442194	CENTRAL_SOUTH_ASIA
HGDP00068	[0.06, 0.1)	10306	145	10451	0.986125729595254	CENTRAL_SOUTH_ASIA
HGDP00068	[0.1, 0.18)	12650	248	12898	0.9807722127461622	CENTRAL_SOUTH_ASIA
HGDP00068	[0.18, 0.3)	11278	390	11668	0.9665752485430237	CENTRAL_SOUTH_ASIA
HGDP00068	[0.3, 0.51)	10519	533	11052	0.9517734346724575	CENTRAL_SOUTH_ASIA
